Patient County,Service year,Disposition,Encounters,AnnotationCode,AnnotationDesc
Amador,2013,Died,25,,
Amador,2013,Home Health Service,27,,
Amador,2013,Hospice_Care,7,,
Amador,2013,Left Against Medical Advice,100,,
Amador,2013,Not_Defined_Elsewhere,1,,
Amador,2013,Other,14,,
Amador,2013,Prison/Jail,152,,
Amador,2013,Psychiatric_Care,52,,
Amador,2013,Rehab,2,,
Amador,2013,Routine (Home),15063,,
Amador,2013,Skilled Nursing/Intermediate Care (SN/IC),22,,
Butte,2013,Acute Care,978,,
Butte,2013,Childrens_or_Cancer,198,,
Butte,2013,Critical Access Hospital,1,,
Butte,2013,Died,137,,
Butte,2013,Home Health Service,22,,
Butte,2013,Hospice_Care,9,,
Butte,2013,Invalid or Blank,8,,
Butte,2013,Left Against Medical Advice,1658,,
Butte,2013,Not_Defined_Elsewhere,5,,
Butte,2013,Other,30,,
Butte,2013,Prison/Jail,540,,
Butte,2013,Psychiatric_Care,848,,
Butte,2013,Rehab,4,,
Butte,2013,Residential Care facility,18,,
Butte,2013,Routine (Home),73279,,
Butte,2013,Skilled Nursing/Intermediate Care (SN/IC),368,,
Calaveras,2013,Acute Care,558,,
Calaveras,2013,Childrens_or_Cancer,13,,
Calaveras,2013,Critical Access Hospital,4,,
Calaveras,2013,Died,31,,
Calaveras,2013,Home Health Service,24,,
Calaveras,2013,Hospice_Care,4,,
Calaveras,2013,Left Against Medical Advice,264,,
Calaveras,2013,Not_Defined_Elsewhere,9,,
Calaveras,2013,Other,7,,
Calaveras,2013,Prison/Jail,118,,
Calaveras,2013,Psychiatric_Care,118,,
Calaveras,2013,Rehab,3,,
Calaveras,2013,Residential Care facility,4,,
Calaveras,2013,Routine (Home),12969,,
Calaveras,2013,Skilled Nursing/Intermediate Care (SN/IC),41,,
Colusa,2013,Acute Care,246,,
Colusa,2013,Childrens_or_Cancer,2,,
Colusa,2013,Critical Access Hospital,1,,
Colusa,2013,Died,13,,
Colusa,2013,Home Health Service,7,,
Colusa,2013,Hospice_Care,1,,
Colusa,2013,Invalid or Blank,2,,
Colusa,2013,Left Against Medical Advice,86,,
Colusa,2013,Not_Defined_Elsewhere,1,,
Colusa,2013,Other,2,,
Colusa,2013,Prison/Jail,53,,
Colusa,2013,Psychiatric_Care,38,,
Colusa,2013,Routine (Home),5917,,
Colusa,2013,Skilled Nursing/Intermediate Care (SN/IC),24,,
Contra Costa,2013,Acute Care,3296,,
Contra Costa,2013,Childrens_or_Cancer,168,,
Contra Costa,2013,Critical Access Hospital,70,,
Contra Costa,2013,Died,414,,
Contra Costa,2013,Home Health Service,2140,,
Contra Costa,2013,Hospice_Care,178,,
Contra Costa,2013,Invalid or Blank,54,,
Contra Costa,2013,Left Against Medical Advice,4295,,
Contra Costa,2013,Not_Defined_Elsewhere,888,,
Contra Costa,2013,Other,192,,
Contra Costa,2013,Prison/Jail,1023,,
Contra Costa,2013,Psychiatric_Care,1962,,
Contra Costa,2013,Rehab,44,,
Contra Costa,2013,Residential Care facility,159,,
Contra Costa,2013,Routine (Home),333156,,
Contra Costa,2013,Skilled Nursing/Intermediate Care (SN/IC),3103,,
Del Norte,2013,Acute Care,362,,
Del Norte,2013,Childrens_or_Cancer,2,,
Del Norte,2013,Died,27,,
Del Norte,2013,Home Health Service,22,,
Del Norte,2013,Invalid or Blank,1,,
Del Norte,2013,Left Against Medical Advice,229,,
Del Norte,2013,Other,3,,
Del Norte,2013,Prison/Jail,189,,
Del Norte,2013,Psychiatric_Care,4,,
Del Norte,2013,Rehab,4,,
Del Norte,2013,Routine (Home),14876,,
Del Norte,2013,Skilled Nursing/Intermediate Care (SN/IC),141,,
El Dorado,2013,Acute Care,1181,,
El Dorado,2013,Childrens_or_Cancer,180,,
El Dorado,2013,Critical Access Hospital,32,,
El Dorado,2013,Died,76,,
El Dorado,2013,Home Health Service,167,,
El Dorado,2013,Hospice_Care,14,,
El Dorado,2013,Invalid or Blank,1,,
El Dorado,2013,Left Against Medical Advice,549,,
El Dorado,2013,Not_Defined_Elsewhere,69,,
El Dorado,2013,Other,13,,
El Dorado,2013,Prison/Jail,57,,
El Dorado,2013,Psychiatric_Care,488,,
El Dorado,2013,Rehab,6,,
El Dorado,2013,Residential Care facility,6,,
El Dorado,2013,Routine (Home),47424,,
El Dorado,2013,Skilled Nursing/Intermediate Care (SN/IC),228,,
Fresno,2013,Acute Care,3066,,
Fresno,2013,Childrens_or_Cancer,150,,
Fresno,2013,Critical Access Hospital,3,,
Fresno,2013,Died,483,,
Fresno,2013,Home Health Service,256,,
Fresno,2013,Hospice_Care,42,,
Fresno,2013,Invalid or Blank,6,,
Fresno,2013,Left Against Medical Advice,10019,,
Fresno,2013,Not_Defined_Elsewhere,157,,
Fresno,2013,Other,395,,
Fresno,2013,Prison/Jail,1390,,
Fresno,2013,Psychiatric_Care,3672,,
Fresno,2013,Rehab,47,,
Fresno,2013,Residential Care facility,107,,
Fresno,2013,Routine (Home),311221,,
Fresno,2013,Skilled Nursing/Intermediate Care (SN/IC),1079,,
Glenn,2013,Acute Care,228,,
Glenn,2013,Critical Access Hospital,22,,
Glenn,2013,Died,17,,
Glenn,2013,Home Health Service,3,,
Glenn,2013,Left Against Medical Advice,104,,
Glenn,2013,Not_Defined_Elsewhere,11,,
Glenn,2013,Other,13,,
Glenn,2013,Prison/Jail,128,,
Glenn,2013,Psychiatric_Care,66,,
Glenn,2013,Rehab,2,,
Glenn,2013,Residential Care facility,3,,
Glenn,2013,Routine (Home),8394,,
Glenn,2013,Skilled Nursing/Intermediate Care (SN/IC),102,,
Humboldt,2013,Acute Care,938,,
Humboldt,2013,Childrens_or_Cancer,190,,
Humboldt,2013,Critical Access Hospital,58,,
Humboldt,2013,Died,110,,
Humboldt,2013,Home Health Service,33,,
Humboldt,2013,Hospice_Care,5,,
Humboldt,2013,Invalid or Blank,10,,
Humboldt,2013,Left Against Medical Advice,629,,
Humboldt,2013,Not_Defined_Elsewhere,4,,
Humboldt,2013,Other,3,,
Humboldt,2013,Prison/Jail,669,,
Humboldt,2013,Psychiatric_Care,264,,
Humboldt,2013,Rehab,45,,
Humboldt,2013,Residential Care facility,22,,
Humboldt,2013,Routine (Home),50498,,
Humboldt,2013,Skilled Nursing/Intermediate Care (SN/IC),69,,
Imperial,2013,Acute Care,1170,,
Imperial,2013,Childrens_or_Cancer,373,,
Imperial,2013,Died,106,,
Imperial,2013,Home Health Service,80,,
Imperial,2013,Invalid or Blank,39,,
Imperial,2013,Left Against Medical Advice,854,,
Imperial,2013,Not_Defined_Elsewhere,3,,
Imperial,2013,Other,135,,
Imperial,2013,Prison/Jail,25,,
Imperial,2013,Psychiatric_Care,28,,
Imperial,2013,Rehab,5,,
Imperial,2013,Residential Care facility,3,,
Imperial,2013,Routine (Home),80017,,
Imperial,2013,Skilled Nursing/Intermediate Care (SN/IC),62,,
Inyo,2013,Acute Care,131,,
Inyo,2013,Childrens_or_Cancer,74,,
Inyo,2013,Critical Access Hospital,182,,
Inyo,2013,Died,8,,
Inyo,2013,Home Health Service,2,,
Inyo,2013,Hospice_Care,1,,
Inyo,2013,Invalid or Blank,1,,
Inyo,2013,Left Against Medical Advice,102,,
Inyo,2013,Other,3,,
Inyo,2013,Prison/Jail,51,,
Inyo,2013,Psychiatric_Care,25,,
Inyo,2013,Rehab,4,,
Inyo,2013,Residential Care facility,3,,
Inyo,2013,Routine (Home),6897,,
Inyo,2013,Skilled Nursing/Intermediate Care (SN/IC),30,,
Kern,2013,Acute Care,5169,,
Kern,2013,Childrens_or_Cancer,277,,
Kern,2013,Critical Access Hospital,9,,
Kern,2013,Died,505,,
Kern,2013,Home Health Service,58,,
Kern,2013,Hospice_Care,51,,
Kern,2013,Invalid or Blank,4,,
Kern,2013,Left Against Medical Advice,9000,,
Kern,2013,Not_Defined_Elsewhere,510,,
Kern,2013,Other,68,,
Kern,2013,Prison/Jail,2469,,
Kern,2013,Psychiatric_Care,400,,
Kern,2013,Rehab,52,,
Kern,2013,Residential Care facility,487,,
Kern,2013,Routine (Home),272208,,
Kern,2013,Skilled Nursing/Intermediate Care (SN/IC),686,,
Kings,2013,Acute Care,948,,
Kings,2013,Childrens_or_Cancer,11,,
Kings,2013,Died,69,,
Kings,2013,Home Health Service,598,,
Kings,2013,Hospice_Care,1,,
Kings,2013,Left Against Medical Advice,1295,,
Kings,2013,Not_Defined_Elsewhere,16,,
Kings,2013,Other,17,,
Kings,2013,Prison/Jail,268,,
Kings,2013,Psychiatric_Care,217,,
Kings,2013,Rehab,1,,
Kings,2013,Residential Care facility,45,,
Kings,2013,Routine (Home),50770,,
Kings,2013,Skilled Nursing/Intermediate Care (SN/IC),122,,
Lake,2013,Acute Care,2609,,
Lake,2013,Childrens_or_Cancer,47,,
Lake,2013,Critical Access Hospital,5,,
Lake,2013,Died,64,,
Lake,2013,Home Health Service,7,,
Lake,2013,Hospice_Care,3,,
Lake,2013,Invalid or Blank,1,,
Lake,2013,Left Against Medical Advice,560,,
Lake,2013,Not_Defined_Elsewhere,5,,
Lake,2013,Other,41,,
Lake,2013,Prison/Jail,226,,
Lake,2013,Psychiatric_Care,150,,
Lake,2013,Rehab,3,,
Lake,2013,Residential Care facility,7,,
Lake,2013,Routine (Home),32077,,
Lake,2013,Skilled Nursing/Intermediate Care (SN/IC),66,,
Lassen,2013,Acute Care,614,,
Lassen,2013,Childrens_or_Cancer,3,,
Lassen,2013,Critical Access Hospital,49,,
Lassen,2013,Died,13,,
Lassen,2013,Home Health Service,3,,
Lassen,2013,Hospice_Care,1,,
Lassen,2013,Invalid or Blank,1,,
Lassen,2013,Left Against Medical Advice,29,,
Lassen,2013,Not_Defined_Elsewhere,1,,
Lassen,2013,Other,12,,
Lassen,2013,Prison/Jail,16,,
Lassen,2013,Psychiatric_Care,65,,
Lassen,2013,Rehab,4,,
Lassen,2013,Residential Care facility,7,,
Lassen,2013,Routine (Home),9423,,
Lassen,2013,Skilled Nursing/Intermediate Care (SN/IC),49,,
Los Angeles,2013,Acute Care,45834,,
Los Angeles,2013,Childrens_or_Cancer,6002,,
Los Angeles,2013,Critical Access Hospital,96,,
Los Angeles,2013,Died,3306,,
Los Angeles,2013,Home Health Service,4410,,
Los Angeles,2013,Hospice_Care,813,,
Los Angeles,2013,Invalid or Blank,379,,
Los Angeles,2013,Left Against Medical Advice,80654,,
Los Angeles,2013,Not_Defined_Elsewhere,10107,,
Los Angeles,2013,Other,1968,,
Los Angeles,2013,Prison/Jail,11838,,
Los Angeles,2013,Psychiatric_Care,17524,,
Los Angeles,2013,Rehab,646,,
Los Angeles,2013,Residential Care facility,656,,
Los Angeles,2013,Routine (Home),2435155,,
Los Angeles,2013,Skilled Nursing/Intermediate Care (SN/IC),10884,,
Madera,2013,Acute Care,806,,
Madera,2013,Childrens_or_Cancer,13,,
Madera,2013,Critical Access Hospital,1,,
Madera,2013,Died,79,,
Madera,2013,Home Health Service,8,,
Madera,2013,Hospice_Care,4,,
Madera,2013,Invalid or Blank,1,,
Madera,2013,Left Against Medical Advice,2044,,
Madera,2013,Not_Defined_Elsewhere,28,,
Madera,2013,Other,144,,
Madera,2013,Prison/Jail,486,,
Madera,2013,Psychiatric_Care,362,,
Madera,2013,Rehab,7,,
Madera,2013,Residential Care facility,34,,
Madera,2013,Routine (Home),48517,,
Madera,2013,Skilled Nursing/Intermediate Care (SN/IC),181,,
Marin,2013,Acute Care,621,,
Marin,2013,Childrens_or_Cancer,9,,
Marin,2013,Critical Access Hospital,62,,
Marin,2013,Died,98,,
Marin,2013,Home Health Service,139,,
Marin,2013,Hospice_Care,64,,
Marin,2013,Invalid or Blank,19,,
Marin,2013,Left Against Medical Advice,439,,
Marin,2013,Not_Defined_Elsewhere,89,,
Marin,2013,Other,61,,
Marin,2013,Prison/Jail,356,,
Marin,2013,Psychiatric_Care,390,,
Marin,2013,Rehab,16,,
Marin,2013,Residential Care facility,39,,
Marin,2013,Routine (Home),60784,,
Marin,2013,Skilled Nursing/Intermediate Care (SN/IC),274,,
Mariposa,2013,Acute Care,398,,
Mariposa,2013,Childrens_or_Cancer,28,,
Mariposa,2013,Critical Access Hospital,1,,
Mariposa,2013,Died,4,,
Mariposa,2013,Home Health Service,5,,
Mariposa,2013,Left Against Medical Advice,136,,
Mariposa,2013,Not_Defined_Elsewhere,4,,
Mariposa,2013,Other,3,,
Mariposa,2013,Prison/Jail,43,,
Mariposa,2013,Psychiatric_Care,27,,
Mariposa,2013,Rehab,1,,
Mariposa,2013,Residential Care facility,1,,
Mariposa,2013,Routine (Home),5001,,
Mariposa,2013,Skilled Nursing/Intermediate Care (SN/IC),11,,
Mendocino,2013,Acute Care,1022,,
Mendocino,2013,Childrens_or_Cancer,146,,
Mendocino,2013,Critical Access Hospital,42,,
Mendocino,2013,Died,33,,
Mendocino,2013,Home Health Service,63,,
Mendocino,2013,Hospice_Care,3,,
Mendocino,2013,Invalid or Blank,2,,
Mendocino,2013,Left Against Medical Advice,715,,
Mendocino,2013,Not_Defined_Elsewhere,7,,
Mendocino,2013,Other,13,,
Mendocino,2013,Prison/Jail,325,,
Mendocino,2013,Psychiatric_Care,110,,
Mendocino,2013,Rehab,1,,
Mendocino,2013,Residential Care facility,22,,
Mendocino,2013,Routine (Home),35302,,
Mendocino,2013,Skilled Nursing/Intermediate Care (SN/IC),139,,
Merced,2013,Acute Care,1788,,
Merced,2013,Childrens_or_Cancer,26,,
Merced,2013,Critical Access Hospital,6,,
Merced,2013,Died,179,,
Merced,2013,Home Health Service,27,,
Merced,2013,Hospice_Care,15,,
Merced,2013,Invalid or Blank,23,,
Merced,2013,Left Against Medical Advice,3889,,
Merced,2013,Not_Defined_Elsewhere,176,,
Merced,2013,Other,157,,
Merced,2013,Prison/Jail,207,,
Merced,2013,Psychiatric_Care,207,,
Merced,2013,Rehab,4,,
Merced,2013,Residential Care facility,4,,
Merced,2013,Routine (Home),92117,,
Merced,2013,Skilled Nursing/Intermediate Care (SN/IC),224,,
Modoc,2013,Acute Care,184,,
Modoc,2013,Critical Access Hospital,27,,
Modoc,2013,Died,7,,
Modoc,2013,Left Against Medical Advice,48,,
Modoc,2013,Not_Defined_Elsewhere,4,,
Modoc,2013,Prison/Jail,28,,
Modoc,2013,Psychiatric_Care,7,,
Modoc,2013,Routine (Home),3988,,
Modoc,2013,Skilled Nursing/Intermediate Care (SN/IC),10,,
Mono,2013,Acute Care,52,,
Mono,2013,Childrens_or_Cancer,5,,
Mono,2013,Critical Access Hospital,6,,
Mono,2013,Left Against Medical Advice,20,,
Mono,2013,Prison/Jail,4,,
Mono,2013,Psychiatric_Care,2,,
Mono,2013,Routine (Home),2901,,
Mono,2013,Skilled Nursing/Intermediate Care (SN/IC),1,,
Monterey,2013,Acute Care,775,,
Monterey,2013,Childrens_or_Cancer,151,,
Monterey,2013,Died,176,,
Monterey,2013,Home Health Service,67,,
Monterey,2013,Hospice_Care,8,,
Monterey,2013,Invalid or Blank,23,,
Monterey,2013,Left Against Medical Advice,2760,,
Monterey,2013,Not_Defined_Elsewhere,15,,
Monterey,2013,Other,308,,
Monterey,2013,Prison/Jail,71,,
Monterey,2013,Psychiatric_Care,282,,
Monterey,2013,Rehab,8,,
Monterey,2013,Residential Care facility,4,,
Monterey,2013,Routine (Home),126062,,
Monterey,2013,Skilled Nursing/Intermediate Care (SN/IC),88,,
Napa,2013,Acute Care,794,,
Napa,2013,Childrens_or_Cancer,55,,
Napa,2013,Critical Access Hospital,11,,
Napa,2013,Died,41,,
Napa,2013,Home Health Service,108,,
Napa,2013,Hospice_Care,18,,
Napa,2013,Left Against Medical Advice,334,,
Napa,2013,Not_Defined_Elsewhere,41,,
Napa,2013,Other,9,,
Napa,2013,Prison/Jail,150,,
Napa,2013,Psychiatric_Care,205,,
Napa,2013,Rehab,7,,
Napa,2013,Residential Care facility,5,,
Napa,2013,Routine (Home),37096,,
Napa,2013,Skilled Nursing/Intermediate Care (SN/IC),173,,
Nevada,2013,Acute Care,627,,
Nevada,2013,Childrens_or_Cancer,9,,
Nevada,2013,Critical Access Hospital,84,,
Nevada,2013,Died,30,,
Nevada,2013,Home Health Service,9,,
Nevada,2013,Hospice_Care,21,,
Nevada,2013,Invalid or Blank,3,,
Nevada,2013,Left Against Medical Advice,243,,
Nevada,2013,Not_Defined_Elsewhere,3,,
Nevada,2013,Other,20,,
Nevada,2013,Prison/Jail,233,,
Nevada,2013,Psychiatric_Care,235,,
Nevada,2013,Rehab,40,,
Nevada,2013,Residential Care facility,155,,
Nevada,2013,Routine (Home),28223,,
Nevada,2013,Skilled Nursing/Intermediate Care (SN/IC),163,,
Orange,2013,Acute Care,9515,,
Orange,2013,Childrens_or_Cancer,1242,,
Orange,2013,Critical Access Hospital,41,,
Orange,2013,Died,1189,,
Orange,2013,Home Health Service,3065,,
Orange,2013,Hospice_Care,398,,
Orange,2013,Invalid or Blank,69,,
Orange,2013,Left Against Medical Advice,10612,,
Orange,2013,Not_Defined_Elsewhere,1609,,
Orange,2013,Other,196,,
Orange,2013,Prison/Jail,1952,,
Orange,2013,Psychiatric_Care,4430,,
Orange,2013,Rehab,126,,
Orange,2013,Residential Care facility,320,,
Orange,2013,Routine (Home),625683,,
Orange,2013,Skilled Nursing/Intermediate Care (SN/IC),3585,,
Out of State/Homeless,2013,Acute Care,3790,,
Out of State/Homeless,2013,Childrens_or_Cancer,511,,
Out of State/Homeless,2013,Critical Access Hospital,97,,
Out of State/Homeless,2013,Died,555,,
Out of State/Homeless,2013,Home Health Service,221,,
Out of State/Homeless,2013,Hospice_Care,36,,
Out of State/Homeless,2013,Invalid or Blank,57,,
Out of State/Homeless,2013,Left Against Medical Advice,10468,,
Out of State/Homeless,2013,Not_Defined_Elsewhere,646,,
Out of State/Homeless,2013,Other,432,,
Out of State/Homeless,2013,Prison/Jail,2793,,
Out of State/Homeless,2013,Psychiatric_Care,5089,,
Out of State/Homeless,2013,Rehab,115,,
Out of State/Homeless,2013,Residential Care facility,81,,
Out of State/Homeless,2013,Routine (Home),221934,,
Out of State/Homeless,2013,Skilled Nursing/Intermediate Care (SN/IC),497,,
Placer,2013,Acute Care,1015,,
Placer,2013,Childrens_or_Cancer,123,,
Placer,2013,Critical Access Hospital,70,,
Placer,2013,Died,187,,
Placer,2013,Home Health Service,267,,
Placer,2013,Hospice_Care,54,,
Placer,2013,Invalid or Blank,4,,
Placer,2013,Left Against Medical Advice,534,,
Placer,2013,Not_Defined_Elsewhere,90,,
Placer,2013,Other,83,,
Placer,2013,Prison/Jail,453,,
Placer,2013,Psychiatric_Care,1340,,
Placer,2013,Rehab,31,,
Placer,2013,Residential Care facility,18,,
Placer,2013,Routine (Home),86663,,
Placer,2013,Skilled Nursing/Intermediate Care (SN/IC),381,,
Plumas,2013,Acute Care,429,,
Plumas,2013,Childrens_or_Cancer,3,,
Plumas,2013,Critical Access Hospital,85,,
Plumas,2013,Died,10,,
Plumas,2013,Home Health Service,2,,
Plumas,2013,Left Against Medical Advice,78,,
Plumas,2013,Not_Defined_Elsewhere,1,,
Plumas,2013,Other,6,,
Plumas,2013,Prison/Jail,15,,
Plumas,2013,Psychiatric_Care,20,,
Plumas,2013,Rehab,1,,
Plumas,2013,Residential Care facility,13,,
Plumas,2013,Routine (Home),6409,,
Plumas,2013,Skilled Nursing/Intermediate Care (SN/IC),21,,
Riverside,2013,Acute Care,7492,,
Riverside,2013,Childrens_or_Cancer,1157,,
Riverside,2013,Critical Access Hospital,50,,
Riverside,2013,Died,1223,,
Riverside,2013,Home Health Service,694,,
Riverside,2013,Hospice_Care,273,,
Riverside,2013,Invalid or Blank,83,,
Riverside,2013,Left Against Medical Advice,17374,,
Riverside,2013,Not_Defined_Elsewhere,1066,,
Riverside,2013,Other,258,,
Riverside,2013,Prison/Jail,1632,,
Riverside,2013,Psychiatric_Care,5860,,
Riverside,2013,Rehab,162,,
Riverside,2013,Residential Care facility,133,,
Riverside,2013,Routine (Home),604484,,
Riverside,2013,Skilled Nursing/Intermediate Care (SN/IC),2217,,
Sacramento,2013,Acute Care,4599,,
Sacramento,2013,Childrens_or_Cancer,122,,
Sacramento,2013,Critical Access Hospital,21,,
Sacramento,2013,Died,916,,
Sacramento,2013,Home Health Service,1559,,
Sacramento,2013,Hospice_Care,218,,
Sacramento,2013,Invalid or Blank,9,,
Sacramento,2013,Left Against Medical Advice,6129,,
Sacramento,2013,Not_Defined_Elsewhere,558,,
Sacramento,2013,Other,414,,
Sacramento,2013,Prison/Jail,1879,,
Sacramento,2013,Psychiatric_Care,7780,,
Sacramento,2013,Rehab,81,,
Sacramento,2013,Residential Care facility,224,,
Sacramento,2013,Routine (Home),448053,,
Sacramento,2013,Skilled Nursing/Intermediate Care (SN/IC),2515,,
San Benito,2013,Acute Care,452,,
San Benito,2013,Childrens_or_Cancer,27,,
San Benito,2013,Critical Access Hospital,3,,
San Benito,2013,Died,17,,
San Benito,2013,Home Health Service,6,,
San Benito,2013,Hospice_Care,3,,
San Benito,2013,Left Against Medical Advice,317,,
San Benito,2013,Not_Defined_Elsewhere,6,,
San Benito,2013,Other,2,,
San Benito,2013,Prison/Jail,112,,
San Benito,2013,Psychiatric_Care,62,,
San Benito,2013,Residential Care facility,15,,
San Benito,2013,Routine (Home),16041,,
San Benito,2013,Skilled Nursing/Intermediate Care (SN/IC),32,,
San Bernardino,2013,Acute Care,10130,,
San Bernardino,2013,Childrens_or_Cancer,294,,
San Bernardino,2013,Critical Access Hospital,319,,
San Bernardino,2013,Died,1257,,
San Bernardino,2013,Home Health Service,985,,
San Bernardino,2013,Hospice_Care,108,,
San Bernardino,2013,Invalid or Blank,160,,
San Bernardino,2013,Left Against Medical Advice,20892,,
San Bernardino,2013,Not_Defined_Elsewhere,520,,
San Bernardino,2013,Other,754,,
San Bernardino,2013,Prison/Jail,903,,
San Bernardino,2013,Psychiatric_Care,3601,,
San Bernardino,2013,Rehab,124,,
San Bernardino,2013,Residential Care facility,613,,
San Bernardino,2013,Routine (Home),642909,,
San Bernardino,2013,Skilled Nursing/Intermediate Care (SN/IC),1367,,
San Diego,2013,Acute Care,9882,,
San Diego,2013,Childrens_or_Cancer,1347,,
San Diego,2013,Critical Access Hospital,19,,
San Diego,2013,Died,1035,,
San Diego,2013,Home Health Service,1884,,
San Diego,2013,Hospice_Care,222,,
San Diego,2013,Invalid or Blank,40,,
San Diego,2013,Left Against Medical Advice,10630,,
San Diego,2013,Not_Defined_Elsewhere,1562,,
San Diego,2013,Other,1022,,
San Diego,2013,Prison/Jail,1091,,
San Diego,2013,Psychiatric_Care,6156,,
San Diego,2013,Rehab,160,,
San Diego,2013,Residential Care facility,618,,
San Diego,2013,Routine (Home),686304,,
San Diego,2013,Skilled Nursing/Intermediate Care (SN/IC),5538,,
San Francisco,2013,Acute Care,1863,,
San Francisco,2013,Childrens_or_Cancer,17,,
San Francisco,2013,Critical Access Hospital,10,,
San Francisco,2013,Died,188,,
San Francisco,2013,Home Health Service,510,,
San Francisco,2013,Hospice_Care,109,,
San Francisco,2013,Invalid or Blank,8,,
San Francisco,2013,Left Against Medical Advice,2586,,
San Francisco,2013,Not_Defined_Elsewhere,161,,
San Francisco,2013,Other,183,,
San Francisco,2013,Prison/Jail,152,,
San Francisco,2013,Psychiatric_Care,1667,,
San Francisco,2013,Rehab,122,,
San Francisco,2013,Residential Care facility,156,,
San Francisco,2013,Routine (Home),188451,,
San Francisco,2013,Skilled Nursing/Intermediate Care (SN/IC),569,,
San Joaquin,2013,Acute Care,3215,,
San Joaquin,2013,Childrens_or_Cancer,86,,
San Joaquin,2013,Critical Access Hospital,22,,
San Joaquin,2013,Died,339,,
San Joaquin,2013,Home Health Service,266,,
San Joaquin,2013,Hospice_Care,82,,
San Joaquin,2013,Invalid or Blank,14,,
San Joaquin,2013,Left Against Medical Advice,6526,,
San Joaquin,2013,Not_Defined_Elsewhere,788,,
San Joaquin,2013,Other,168,,
San Joaquin,2013,Prison/Jail,1437,,
San Joaquin,2013,Psychiatric_Care,977,,
San Joaquin,2013,Rehab,25,,
San Joaquin,2013,Residential Care facility,60,,
San Joaquin,2013,Routine (Home),213406,,
San Joaquin,2013,Skilled Nursing/Intermediate Care (SN/IC),1077,,
San Luis Obispo,2013,Acute Care,827,,
San Luis Obispo,2013,Childrens_or_Cancer,68,,
San Luis Obispo,2013,Critical Access Hospital,1,,
San Luis Obispo,2013,Died,93,,
San Luis Obispo,2013,Home Health Service,210,,
San Luis Obispo,2013,Hospice_Care,40,,
San Luis Obispo,2013,Invalid or Blank,19,,
San Luis Obispo,2013,Left Against Medical Advice,469,,
San Luis Obispo,2013,Not_Defined_Elsewhere,7,,
San Luis Obispo,2013,Other,1,,
San Luis Obispo,2013,Prison/Jail,22,,
San Luis Obispo,2013,Psychiatric_Care,292,,
San Luis Obispo,2013,Rehab,25,,
San Luis Obispo,2013,Residential Care facility,15,,
San Luis Obispo,2013,Routine (Home),65696,,
San Luis Obispo,2013,Skilled Nursing/Intermediate Care (SN/IC),250,,
San Mateo,2013,Acute Care,1920,,
San Mateo,2013,Childrens_or_Cancer,852,,
San Mateo,2013,Critical Access Hospital,34,,
San Mateo,2013,Died,187,,
San Mateo,2013,Home Health Service,551,,
San Mateo,2013,Hospice_Care,172,,
San Mateo,2013,Invalid or Blank,30,,
San Mateo,2013,Left Against Medical Advice,1389,,
San Mateo,2013,Not_Defined_Elsewhere,310,,
San Mateo,2013,Other,252,,
San Mateo,2013,Prison/Jail,576,,
San Mateo,2013,Psychiatric_Care,1221,,
San Mateo,2013,Rehab,18,,
San Mateo,2013,Residential Care facility,237,,
San Mateo,2013,Routine (Home),163219,,
San Mateo,2013,Skilled Nursing/Intermediate Care (SN/IC),613,,
Santa Barbara,2013,Acute Care,1839,,
Santa Barbara,2013,Childrens_or_Cancer,13,,
Santa Barbara,2013,Critical Access Hospital,5,,
Santa Barbara,2013,Died,112,,
Santa Barbara,2013,Home Health Service,107,,
Santa Barbara,2013,Hospice_Care,30,,
Santa Barbara,2013,Invalid or Blank,18,,
Santa Barbara,2013,Left Against Medical Advice,2721,,
Santa Barbara,2013,Not_Defined_Elsewhere,204,,
Santa Barbara,2013,Other,47,,
Santa Barbara,2013,Prison/Jail,775,,
Santa Barbara,2013,Psychiatric_Care,759,,
Santa Barbara,2013,Rehab,33,,
Santa Barbara,2013,Residential Care facility,90,,
Santa Barbara,2013,Routine (Home),114621,,
Santa Barbara,2013,Skilled Nursing/Intermediate Care (SN/IC),516,,
Santa Clara,2013,Acute Care,2925,,
Santa Clara,2013,Childrens_or_Cancer,997,,
Santa Clara,2013,Critical Access Hospital,87,,
Santa Clara,2013,Died,625,,
Santa Clara,2013,Home Health Service,853,,
Santa Clara,2013,Hospice_Care,181,,
Santa Clara,2013,Invalid or Blank,83,,
Santa Clara,2013,Left Against Medical Advice,5665,,
Santa Clara,2013,Not_Defined_Elsewhere,673,,
Santa Clara,2013,Other,625,,
Santa Clara,2013,Prison/Jail,970,,
Santa Clara,2013,Psychiatric_Care,3072,,
Santa Clara,2013,Rehab,73,,
Santa Clara,2013,Residential Care facility,218,,
Santa Clara,2013,Routine (Home),400697,,
Santa Clara,2013,Skilled Nursing/Intermediate Care (SN/IC),1500,,
Santa Cruz,2013,Acute Care,312,,
Santa Cruz,2013,Childrens_or_Cancer,190,,
Santa Cruz,2013,Critical Access Hospital,2,,
Santa Cruz,2013,Died,63,,
Santa Cruz,2013,Home Health Service,86,,
Santa Cruz,2013,Hospice_Care,12,,
Santa Cruz,2013,Invalid or Blank,5,,
Santa Cruz,2013,Left Against Medical Advice,1346,,
Santa Cruz,2013,Not_Defined_Elsewhere,681,,
Santa Cruz,2013,Other,14,,
Santa Cruz,2013,Prison/Jail,420,,
