"time","GEO_ID","NAME","CATEGORY_CODE","CATEGORY_CODE_LABEL","DATA_TYPE_CODE","DATA_TYPE_CODE_LABEL","SEASONALLY_ADJ","SEASONALLY_ADJ_LABEL","CELL_VALUE","ERROR_DATA",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","306","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","771","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","17","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","12","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","146","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","15","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","9","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","0","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","6","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","11","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","389","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","35","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","17","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","271","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","17","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","6439","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1190","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","186","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","11","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","5","no",
"1998-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","16233","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","904","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","5959","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","63","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","33","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","733","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","13","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","11","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","160","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","12","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","8","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","-2","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","9","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","17","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","449","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","35","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","17","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","289","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","19","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","7085","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","828","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","239","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","6","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","1","no",
"1999-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","16886","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","1005","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","6254","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","69","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","621","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","757","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","13","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","10","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","118","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","14","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","9","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","0","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","7","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","23","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","408","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","36","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","18","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","280","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","13","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","10902","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","2054","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","179","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","6","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"1999-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","22798","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","877","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","5528","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","74","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","304","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","735","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","12","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","35","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","147","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","17","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","9","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","0","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","1","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","23","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","406","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","36","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","16","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","322","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","14","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","7172","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1585","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","208","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","6","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"1999-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","17527","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","850","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","6157","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","73","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","303","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","785","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","9","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","32","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","137","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","13","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","6","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","51","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","3","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","11","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","396","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","32","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","13","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","285","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","19","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","7520","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1281","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","297","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","10","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","5","no",
"1999-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","18287","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","860","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","6505","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","66","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","33","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","727","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","11","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","98","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","120","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","12","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","8","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","0","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","4","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","17","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","435","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","36","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","19","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","306","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","15","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","9413","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1285","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","227","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","9","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2000-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","20206","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","876","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","6983","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","70","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","630","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","799","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","12","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","54","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","135","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","16","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","9","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","0","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","4","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","447","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","35","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","25","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","307","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","14","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","15171","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","2424","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","191","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","3","no",
"2000-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
