county,year,oshpd_id,facility_name,city,discharges,patient_days,ed_visits,net_patient_rev,op_revenue,op_expense,medi_cal_trad,medi_cal_mc,medi_cal_total_rev,operating_margin,cost_per_discharge,cost_per_patient_day,ed_per_discharge,medi_cal_rev_share
LOS ANGELES,2013,106190859,WEST HILLS HOSPITAL,WEST HILLS,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,3468.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106190883,WHITTIER  HOSPITAL MEDICAL CENTER,WHITTIER,7654.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106190958,STATE OF CALIFORNIA - DEPARTMENT OF STATE HOSPITALS,NORWALK,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,POMONA,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191216,USC NORRIS CANCER CENTER,LOS ANGELES,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LONG BEACH,586.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191227,LOS ANGELES COUNTY/HARBOR-UCLA MEDICAL CENTER,TORRANCE,8087.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191228,LOS ANGELES COUNTY + USC MEDICAL CENTER,LOS ANGELES,17635.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,3662.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191300,KAISER FOUNDATION HOSPITALS - SO. CA. REGION,PASADENA,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106191306,RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,DOWNEY,467.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106194010,AMERICN RECOVERY CENTER,POMONA,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106194219,KECK HOSPITAL OF USC,LOS ANGELES,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106194967,"STAR VIEW ADOLESCENT CENTER, INC.",TORRANCE,89.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LONG BEACH,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106196168,EARL & LORAINE MILLER CHILDREN'S HOSPITAL,LONG BEACH,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,1507.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,RESEDA,303.0,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106196405,LANCASTER HOSPITAL CORPORATION,PALMDALE,,,,,,,,,0.0,,,,,
MADERA,2013,106201281,MADERA COMMUNITY HOSPITAL,MADERA,988.0,,,,,,,,0.0,,,,,
MADERA,2013,106204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,992.0,,,,,,,,0.0,,,,,
MARIN,2013,106210992,KAISER FOUNDATION HOSPITALS - SAN RAFAEL,SAN RAFAEL,1505.0,,,,,,,,0.0,,,,,
MARIN,2013,106211006,MARIN GENERAL HOSPITAL,GREENBRAE,3751.0,,,,,,,,0.0,,,,,
MARIN,2013,106214034,SUTTER WEST BAY HOSPITALS,NOVATO,350.0,,,,,,,,0.0,,,,,
MARIPOSA,2013,106220733,JOHN C. FREMONT HLTHCARE DIST,MARIPOSA,,,,,,,,,0.0,,,,,
MENDOCINO,2013,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,WILLITS,321.0,,,,,,,,0.0,,,,,
MENDOCINO,2013,106231013,MENDOCINO COAST DISTRICT HOSPITAL,FORT BRAGG,,,,,,,,,0.0,,,,,
MENDOCINO,2013,106231396,UKIAH ADVENTIST HOSPITAL,UKIAH,508.0,,,,,,,,0.0,,,,,
MERCED,2013,106240924,MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,328.0,,,,,,,,0.0,,,,,
MERCED,2013,106240942,MERCY MEDICAL CENTER,MERCED,1102.0,,,,,,,,0.0,,,,,
MERCED,2013,106244027,MARIE GREEN PSYCHIATRIC CENTER,MERCED,,,,,,,,,0.0,,,,,
MODOC,2013,106250956,MODOC MEDICAL CENTER,ALTURAS,,,,,,,,,0.0,,,,,
MONO,2013,106260011,SOUTHERN MONO HEALTHCARE DISTRICT,MAMMOTH LAKES,,,,,,,,,0.0,,,,,
MONTEREY,2013,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,114.0,,,,,,,,0.0,,,,,
MONTEREY,2013,106270777,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,KING CITY,,,,,,,,,0.0,,,,,
MONTEREY,2013,106270875,SALINAS VALLEY MEMORIAL HEALTHCARE SYSTEM,SALINAS,10314.0,,,,,,,,0.0,,,,,
MONTEREY,2013,106274043,NATIVIDAD MEDICAL CENTER,SALINAS,112.0,,,,,,,,0.0,,,,,
NAPA,2013,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,728.0,,,,,,,,0.0,,,,,
NAPA,2013,106281078,ST. HELENA HOSPITAL,ST. HELENA,,,,,,,,,0.0,,,,,
NAPA,2013,106281266,NAPA STATE HOSPITAL,NAPA,,,,,,,,,0.0,,,,,
NEVADA,2013,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,,,,,,,,,0.0,,,,,
NEVADA,2013,106291053,TAHOE FOREST HOSPITAL DISTRICT,TRUCKEE,,,,,,,,,0.0,,,,,
ORANGE,2013,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,11469.0,,,,,,,,0.0,,,,,
ORANGE,2013,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,2154.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301098,ANAHEIM MEMORIAL MEDICAL CENTER,ANAHEIM,12495.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301127,"THC ORANGE COUNTY, INC",BREA,789.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301140,CHAPMAN MEDICAL CENTER,ORANGE,,,,,,,,,0.0,,,,,
ORANGE,2013,106301155,COLLEGE HOSPITAL COSTA MESA,COSTA MESA,,,,,,,,,0.0,,,,,
ORANGE,2013,106301175,FOUNTAIN VALLEY RGNL HOSP & MC-EUCLID,FOUNTAIN VALLEY,,,,,,,,,0.0,,,,,
ORANGE,2013,106301188,WESTERN MEDICAL CENTER - ANAHEIM,ANAHEIM,,,,,,,,,0.0,,,,,
ORANGE,2013,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,5269.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301209,PRIME HEALTHCARE HUNTINGTON BEACH LLC,HUNTINGTON BEACH,1122.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301248,LOS ALAMITOS MEDICAL CENTER,LOS ALAMITOS,,,,,,,,,0.0,,,,,
ORANGE,2013,106301258,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,191.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301262,MISSION HOSPITAL,MISSION VIEJO,,,,,,,,,0.0,,,,,
ORANGE,2013,106301279,"THE UNIVERSITY OF CALIFORNIA, IRVINE MEDICAL CENTER",ORANGE,,,,,,,,,0.0,,,,,
ORANGE,2013,106301283,PRIME HEALTHCARE SERVICES GARDEN GROVE,GARDEN GROVE,1550.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,PLACENTIA,,,,,,,,,0.0,,,,,
ORANGE,2013,106301304,NEWPORT BAY HOSPITAL,NEWPORT BEACH,892.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,3096.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301340,ST. JOSEPH HOSPITAL,ORANGE,,,,,,,,,0.0,,,,,
ORANGE,2013,106301342,ST JUDE MEDICAL CENTER,FULLERTON,,,,,,,,,0.0,,,,,
ORANGE,2013,106301357,NEWPORT SPECIALTY HOSPITAL,TUSTIN,,,,,,,,,0.0,,,,,
ORANGE,2013,106301379,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,1408.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301380,KINDRED HOSPITAL WESTMINSTER,WESTMINSTER,987.0,,,,,,,,0.0,,,,,
ORANGE,2013,106301566,WESTERN MEDICAL CENTER SANTA ANA,SANTA ANA,,,,,,,,,0.0,,,,,
ORANGE,2013,106301781,FAIRVIEW DEVELOPMENTAL CENTER,COSTA MESA,,,,,,,,,0.0,,,,,
ORANGE,2013,106304079,HEALTHSOUTH TUSTIN REHAB  HOSPITAL,TUSTIN,1319.0,,,,,,,,0.0,,,,,
ORANGE,2013,106304113,CHILDREN'S HOSPITAL AT MISSION,MISSION VIEJO,1832.0,,,,,,,,0.0,,,,,
ORANGE,2013,106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,,,,,,,,,0.0,,,,,
ORANGE,2013,106304409,KAISER FOUNDATION HOSPITALS - ANAHEIM,ANAHEIM,2287.0,,,,,,,,0.0,,,,,
ORANGE,2013,106304460,"HOAG ORTHOPEDIC INSTITUTE, LLC",IRVINE,3867.0,,,,,,,,0.0,,,,,
PLACER,2013,106310791,SUTTER AUBURN FAITH HOSPITAL,AUBURN,,,,,,,,,0.0,,,,,
PLACER,2013,106311000,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,15.0,,,,,,,,0.0,,,,,
PLACER,2013,106314024,KAISER FOUNDATION HOSPITALS - ROSEVILLE,ROSEVILLE,3063.0,,,,,,,,0.0,,,,,
PLACER,2013,106314029,PLACER PHF,ROSEVILLE,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106330120,BETTY FORD CENTER AT EISENHOWER,RANCHO MIRAGE,1297.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331152,UHS-CORONA INCORPORATED,CORONA,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331164,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331168,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331194,HEMET VALLEY MEDICAL CENTER,HEMET,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331216,JFK MEMORIAL HOSPITAL INC.,INDIO,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331226,"KNOLLWOOD PSYCHIATRIC HOSPITAL & CHEMICAL DEPENDENCY CENTER,",RIVERSIDE,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,10785.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106332172,"KND DEVELOPMENT 54, LLC",PERRIS,429.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334018,MENIFEE VALLEY MEDICAL CENTER,HEMET,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334025,KAISER PERMANENTE HOSPITALS - RIVERSIDE,RIVERSIDE,1924.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334048,KAISER PERMANENTE HOSPITALS - MORENO VALLEY,MORENO VALLEY,1285.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334068,RANCHO SPRINGS OF UHS,MURRIETA,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334457,"OASIS REHABILITATION CENTER, INC.",INDIO,1008.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,MORENO VALLEY,28116.0,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334564,"TEMECULA VALLEY HOSPITAL, INC",TEMECULA,,,,,,,,,0.0,,,,,
RIVERSIDE,2013,106334589,"PHYSICIANS HOSPITAL OF MURRIETA, LLC",MURRIETA,2603.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106340913,KAISER FOUNDATION HOSPITALS - SACRAMENTO,SACRAMENTO,2452.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106340947,MERCY GENERAL HOSPITAL,SACRAMENTO,23496.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106340950,MERCY SAN JUAN HOSPITAL,CARMICHAEL,,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106340951,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,18017.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106341006,UC DAVIS MEDICAL CENTER,SACRAMENTO,7707.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106341051,SUTTER MEDICAL CENTER SACRAMENTO,SACRAMENTO,,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106342344,KAISER FOUNDATION HOSPITALS - SOUTH SACRAMENTO,SACRAMENTO,1984.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106342392,BHC SIERRA VISTA HOSPITAL,SACRAMENTO,5767.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,SACRAMENTO,1222.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344017,SUTTER CENTER FOR PSYCHIATRY,SACRAMENTO,2.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344021,BHC HERITAGE OAKS HOSPITAL,SACRAMENTO,4145.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344029,MERCY HOSPITAL - FOLSOM,FOLSOM,,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344035,"THC-ORANGE COUNTY, INC",FOLSOM,235.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344035,VIBRA HOSPITAL OF SACRAMENTO,FOLSOM,,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,SACRAMENTO,1157.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344170,"CRESTWOOD BEHAVIORAL HEALTH, INC.",CARMICHAEL,758.0,,,,,,,,0.0,,,,,
SACRAMENTO,2013,106344188,"CRESTWOOD BEHAVIORAL HEALTH, INC.",SACRAMENTO,553.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361144,VERITAS HEALTH SERVICES INCORPORATED,CHINO,138.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361223,KAISER FOUNDATION HOSPITALS - FONTANA,FONTANA,4049.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361274,"THC ORANGE COUNTY, INC.",ONTARIO,906.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361308,REDLANDS COMMUNITY HOSPITAL,REDLANDS,12330.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361318,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,15788.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,5354.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,3864.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361343,ST. MARY MEDICAL CENTER,APPLE VALLEY,,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,VICTORVILLE,,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,REDLANDS,,,,,,,,,0.0,,,,,
BUTTE,2013,106364050,CANYON RIDGE HOSPITAL,CHICO,5575.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106364121,BALLARD REHAB SAN BENARDINO,SAN BERNARDINO,1054.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106364144,"DESERT VALLEY HOSPITAL, INC",VICTORVILLE,2728.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106364188,"KND DEVELOPMENT 55, LLC",RANCHO CUCAMONGA,761.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2013,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,2987.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370652,"ALVARADO HOSPITAL, LLC",SAN DIEGO,1217.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370694,DONALD N. SHARP MEMORIAL COMMUNITY HOSPITAL,SAN DIEGO,28192.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370714,GROSSMONT HOSPITAL CORPORATION,LA MESA,28755.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370721,KINDRED HOSPITAL SAN DIEGO,SAN DIEGO,649.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370730,KAISER FOUNDATION HOSPITALS - SAN DIEGO,SAN DIEGO,1780.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,33331.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,1456.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370749,HELIX HEALTHCARE,LA MESA,2446.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370755,PALOMAR MEDICAL CENTER,ESCONDIDO,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370771,SCRIPPS HEALTH - LA JOLLA,LA JOLLA,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370780,TRI-CITY HOSPITAL,OCEANSIDE,5586.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370782,UCSD MEDICAL CENTER,SAN DIEGO,10505.0,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370787,"QUANTUM HEALTH, INC.",SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370875,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106370977,POMERADO HOSPITAL,POWAY,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106371256,SCRIPPS GREEN HOSPITAL,LA JOLLA,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106374024,"AURORA SAN DIEGO, LLC",SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106374049,SHARP MCDONALD CENTER,SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106374055,SAN DIEGO COUNTY MENTAL HEALTH SERVICES-SAN DIEGO PSYCHIATRI,SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2013,106374094,SAN DIEGO REHAB,SAN DIEGO,1019.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380842,HEBREW HOME FOR AGED DISABLED,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380857,KAISER FOUNDATION HOSPITALS - SAN FRANCISCO,SAN FRANCISCO,2845.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380865,LAGUNA HONDA HOSPITAL,SAN FRANCISCO,8.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380868,LANGLEY PORTER PSYCHIATRIC HOSPITAL,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380939,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380960,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,6210.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380964,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,499.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106380965,ST. MARY'S MEDICAL CENTER,SAN FRANCISCO,321.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106381154,UCSF MEDICAL CENTER,SAN FRANCISCO,16078.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2013,106382715,CHINESE HOSPITAL,SAN FRANCISCO,30.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106390846,DAMERON HOSPITAL ASSOCIATION,STOCKTON,7870.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106390923,"LODI MEMORIAL HOSPITAL ASSOCIATION, INC.",LODI,784.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106391042,ST. JOSEPH'S MEDICAL CENTER,STOCKTON,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106391056,SUTTER TRACY HOSPITAL,TRACY,1581.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106392232,ST. JOSPEH'S BEHAVIORAL HEALTH CNT,STOCKTON,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106392287,DOCTORS HOSPITAL OF MANTECA,MANTECA,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106394003,SAN JOAQUIN COUNTY MENTAL HEALTH PSYCHIATRIC HEALTH FACILITY,STOCKTON,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2013,106394009,KAISER FOUNDATION HOSPITALS - MANTECA,MANTECA,1689.0,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2013,106400480,DIGNITY HEALTH DBA FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2013,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2013,106400683,DEPT OF STATE HOSPITALS - ATASCADERO,ATASCADERO,,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2013,106404046,SAN LUIS OBISPO COUNTY BEHAVIORAL HEALTH SERVICES-PHF,SAN LUIS OBISPO,,,,,,,,,0.0,,,,,
SAN MATEO,2013,106410782,SAN MATEO MEDICAL CENTER,SAN MATEO,313.0,,,,,,,,0.0,,,,,
SAN MATEO,2013,106410804,KAISER FOUNDATION HOSPITALS - REDWOOD CITY,REDWOOD CITY,1197.0,,,,,,,,0.0,,,,,
SAN MATEO,2013,106410806,KAISER FOUNDATION HOSPITALS - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,906.0,,,,,,,,0.0,,,,,
SAN MATEO,2013,106410817,SETON MEDICAL CENTER,DALY CITY,,,,,,,,,0.0,,,,,
SAN MATEO,2013,106410852,MILLS PENINISULA HEALTH SERVICES,BURLINGAME,,,,,,,,,0.0,,,,,
SAN MATEO,2013,106410891,SEQUOIA HOSPITAL,REDWOOD CITY,,,,,,,,,0.0,,,,,
SAN MATEO,2013,106414018,PALO ALTO MED FOUND HOSP CORP - MENLO PARK SURGICAL HOSPITAL,MENLO PARK,241.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2013,106420491,LOMPOC VALLEY MEDICAL CENTER,LOMPOC,,,,,,,,,0.0,,,,,
SANTA BARBARA,2013,106420493,DIGNITY HEALTH,SANTA MARIA,8299.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2013,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,24159.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2013,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106430705,SAN JOSE HEALTHCARE SYSTEMS LP,SAN JOSE,11451.0,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106430763,EL CAMINO HOSPITAL,MOUNTAIN VIEW,2624.0,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106430779,GOOD SAMARITAN HOSPITAL LP,SAN JOSE,4565.0,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106430837,O'CONNOR HOSPITAL,SAN JOSE,,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106430883,SANTA CLARA VALLEY HEALTH AND HOSPITAL SYSTEMS,SAN JOSE,6909.0,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106431506,KAISER FOUNDATION HOSPITALS - SAN JOSE,SAN JOSE,1831.0,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106434040,LUCILE PACKARD CHILDREN'S HOSPITAL,PALO ALTO,,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106434051,SUBACUTE CHILDRENS HOSPITAL OF NO CAL,CAMPBELL,,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106434138,ST LOUISE REGIONAL HOSPITAL,GILROY,,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106434153,KAISER FOUNDATION HOSPITALS - SANTA CLARA,SANTA CLARA,3583.0,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106434218,KAISER PERMANENTE P.H.F. - SANTA CLARA,SANTA CLARA,,,,,,,,,0.0,,,,,
SANTA CLARA,2013,106434220,"CRESTWOOD BEHAVIORAL HEALTH, INC.",SAN JOSE,548.0,,,,,,,,0.0,,,,,
SANTA CRUZ,2013,106440755,CATHOLIC HEALTHCARE WEST - MONTEREY BAY REGION,SANTA CRUZ,,,,,,,,,0.0,,,,,
SANTA CRUZ,2013,106444012,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,6.0,,,,,,,,0.0,,,,,
SANTA CRUZ,2013,106444013,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,,,,,,,,,0.0,,,,,
SHASTA,2013,106450940,PRIME HEALTHCARE - SHASTA LLC,REDDING,1274.0,,,,,,,,0.0,,,,,
SHASTA,2013,106450949,MERCY MEDICAL CENTER REDDING,REDDING,25.0,,,,,,,,0.0,,,,,
SHASTA,2013,106454012,NORTHERN CA REHAB,REDDING,1222.0,,,,,,,,0.0,,,,,
SHASTA,2013,106454013,PATIENTS' HOSPITAL OF REDDING,REDDING,,,,,,,,,0.0,,,,,
SHASTA,2013,106454068,"RESTPADD, INC.",REDDING,336.0,,,,,,,,0.0,,,,,
SISKIYOU,2013,106474007,FAIRCHILD MEDICAL CENTER,YREKA,154.0,,,,,,,,0.0,,,,,
SOLANO,2013,106480989,KAISER FOUNDATION HOSPITALS - VALLEJO,VALLEJO,1895.0,,,,,,,,0.0,,,,,
SOLANO,2013,106481015,CALIFORNIA SPECIALTY HOSPITAL,VALLEJO,,,,,,,,,0.0,,,,,
SOLANO,2013,106481094,SUTTER SOLANO MEDICAL CENTER,VALLEJO,5.0,,,,,,,,0.0,,,,,
SOLANO,2013,106481357,NORTHBAY HEALTHCARE GROUP,FAIRFIELD,,,,,,,,,0.0,,,,,
